ID,Type,Date,Title,Description,URL
clb1djs0623030nlnantscmn7,BLOGPOST,2022-05-09T00:00:00.000Z,Experiencias enseñando on-line - trecientos,Detalle de la organización y herramientas de una clase on-line predominantemente teórica con más de 300 estudiantes conectados,https://yabellini.netlify.app/blog/2022_teaching_es/01-teaching/
clb1dlywy23090nln0orh46bh,SPEAKING,2022-05-08T00:00:00.000Z,Club de Lectura de Enseñar Tecnología en Comunidad,"Resumen del club de lectura, sus objetivos, cronograma y dinámica.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/10-bookclubt3/
clb1dh9nt23920nlfvk0hpreu,BLOGPOST,2022-05-23T00:00:00.000Z,Leyendo muchos archivos markdown de varias carpetas y extrayendo datos de su YAML,"Necesitaba leer mas de 200 archivos markdown todos ubicados en diferentes carpetas y recuperar información de su YAML. Aqui el detalle de como hice esta tarea.

I needed to read more than 200 markdown files all located in different folders and retrieve information from their YAML. Here is the detail of how I did this task.",https://yabellini.netlify.app/blog/2022_leyendo_archivos_yaml/
clb1dis4s24000nlfq7g64ofn,BLOGPOST,2022-05-17T00:00:00.000Z,Metadocencia: Nurturing educators in Spanish-speaking research communities,"Last Year Paola Corrales and Yanina Bellini Saibene members from the MetaDocencia community offered the workshop From Spreadsheet to R at the Research Software Camp - Beyond the Spreadsheet. Later today (17 May 2022, they’re teaching the same workshop but in Spanish (Desde las Hojas de Cálculo a R) at the Research Software Camp - Next Steps in Coding, for the benefit of Spanish-speaking research communities. In this blog post, they tell us more about MetaDocencia.",https://www.software.ac.uk/blog/2022-05-17-metadocencia-nurturing-educators-spanish-speaking-research-communities
clb1dknth24240nlf33s5lqo3,BLOGPOST,2022-05-03T00:00:00.000Z,Experiences teaching on-line - 300 (three hundred),"Details of the design, organization and tools used in a predominantly theoretical online class with more than 300 connected students.",https://yabellini.netlify.app/blog/2022_teaching_en/01-teaching/
clb1dndus14770onk1fwcd0qj,BLOGPOST,2022-03-21T00:00:00.000Z,Conclusiones del primer encuentro del Club de Lectura,"En el primer encuentro del Club de Lectura, analizamos el capítulo Modelos mentales y evaluación formativa. Durante la presentación de Yanina Bellini Saibene surgieron comentarios y experiencias de cada participante que resignificaron el contenido desarrollado en el primer capítulo del libro Enseñando Tecnología en Comunidad.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/02-bookclubt3/
clb1dosic14830onk4arhp9ih,BLOGPOST,2022-04-02T00:00:00.000Z,Tercer encuentro del Club de Lectura. Arquitectura cognitiva y aprendizaje Individual,"Esta vez la cita estuvo a cargo de Elio Campitelli y Yanina Bellini quienes, tomando las sugerencias de los asistentes a los encuentros previos, comenzaron con actividades para desarrollar los principales conceptos de los capítulos Arquitectura cognitiva y Aprendizaje individual.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/04-bookclubt3/
clb1dqyoo14890onkx2xtf08y,BLOGPOST,2022-04-18T00:00:00.000Z,Quinto encuentro del Club de lectura. La pedagogía del contenido.,"En intercambios que se presentan cada vez más interesantes y profundos, el quinto encuentro del Club de lectura sobre el libro Enseñar tecnología en Comunidad presentó experiencias y ejercicios que llenaron de sentidos los dos capítulos analizados: Conocimiento de la pedagogía del contenido y Enseñar como un arte performativo.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/06-bookclubt3/
clb1drtez14950onkwpwlgp2y,BLOGPOST,2022-04-24T00:00:00.000Z,Sexto encuentro del Club de lectura. Enseñando en persona y on-line.,"A medida que avanzan los encuentros de nuestro Club de Lectura, parece que el tiempo pasa más rápido y una hora es escaso para compartir todas las experiencias de la enseñanza y lo que surge del libro Enseñar tecnología en Comunidad

En el sexto encuentro se analizaron los capítulos “En el salón de clase” y “Enseñar en línea” que tomaron un tono diferente después de haber vivido dos años de pandemia en el mundo.

A cargo de Ernesto y Yanina, las experiencias compartidas sobre la forma en la que enseñan o enseñaron en línea cada participante del encuentro, tomaron relevancia en el marco de los conceptos del libro de Greg Wilson. ",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/07-bookclubt3/
clb1do29o02840on4f23z4qvs,BLOGPOST,2022-03-28T00:00:00.000Z,"Mapas conceptuales, una herramienta de múltiples formas y usos","El segundo encuentro de nuestro primer Club de Lectura tuvo mucha actividad y trabajo en equipo. Además de analizar el capítulo “Pericia y memoria” donde se desarrolla, principalmente el concepto de mapas conceptuales, compartimos experiencias con esta herramientas y múltiples recursos para crear mapas conceptuales.

A cargo de Pao Corrales y Yanina Bellini Saibene, la dinámica de este encuentro fue una puesta en común sobre los conceptos principales del capítulo y ejercicios que se realizaron de manera individual primero y en grupos después.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/03-bookclubt3/
clb1dpn3w02900on4nzzp1z6w,BLOGPOST,2022-04-09T00:00:00.000Z,Cuarto Encuentro del Club de Lectura Enseñando Tecnología en Comunidad,"En este nuevo encuentro, a cargo de Pao y Jesi se analizaron los capítulos Conocimiento de la pedagogía del contenido y Enseñar como un arte performativo cuyo contenido puede leerse desde aquí: https://teachtogether.tech/es/index.html#s:pck y https://teachtogether.tech/es/index.html#s:performance

Tal como viene sucediendo en los en los encuentros anteriores, el intercambio y las actividades en grupos fueron enriquecedores y sumaron visiones desde distintas áreas donde pueden aplicarse los principios del libro Enseñar Tecnología en Comunidad.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/05-bookclubt3/
clb1dsyku02960on4ihdcjl55,BLOGPOST,2022-05-03T00:00:00.000Z,"Septimo encuentro del Club de lectura. Comunidad, comunicación y reuniones","El último encuentro antes del gran cierre del Club de lectura sobre el libro Enseñar Tecnología en Comunidad, tuvo mucho intercambio de experiencias y aportes sobre tres capítulos que pueden analizarse en el espacio educativo, pero también en espacios de trabajo y comunidades de prácticas. Estuvo a cargo de Alejandra y Elio.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/08-bookclubt3/
clb1dtt0u03020on4r0pfkzl5,BLOGPOST,2022-05-08T00:00:00.000Z,Cada vez que enseño aprendo algo nuevo - Greg Wilson,"El cierre del primer club de Lectura de Metadocencia tuvo como invitado al autor del libro Teaching Tech Together (Enseñar Tecnología en Comunidad en español). En un intercambio profundo y abierto, indagamos sobre las razones para enseñar y los desafíos de la enseñanza online después de la pandemia.",https://yabellini.netlify.app/blog/2022_metadocencia_club_lectura_t3/09-bookclubt3/
clb1dvzzo23210nlnkiu0qjpo,BLOGPOST,2022-04-28T00:00:00.000Z,Notas adhesivas cuando enseñas (on-line),"Las notas adhesivas un recurso que se usa en el salon de clase para conocer el estado de tus estudiantes, distribuir tu atención de manera justa y recibir feedback de tus estudiantes. Veamos como son las “notas adhesivas digitales”.",https://yabellini.netlify.app/blog/2022_notas_adhesivas_es/
clb1dvb5923150nlnny2jnoqf,BLOGPOST,2022-04-28T00:00:00.000Z,Sticky notes when teaching (on-line),"Sticky notes are a resource to use in the classroom to know the status of your students, distribute your attention fairly and receive feedback from your students. Let’s see what “digital sticky notes” look like.",https://yabellini.netlify.app/blog/2022_notas_adhesivas_en/
clb1dxlox23270nlnzql2rbms,BLOGPOST,2022-04-16T00:00:00.000Z,Reunión de sprint por chat,Trabajo a distancia con muchos equipos. Usamos plataformas de chat de texto donde tenemos reuniones. Aquí explico una forma de realizar una reunión en Slack basada en el chat de texto.,https://yabellini.netlify.app/blog/2022_meeting_chat-based_sprint_es/
clb1dyc5j24390nlfjglybkmr,BLOGPOST,2022-04-16T00:00:00.000Z,Chat-based sprint meeting,I work remotely with a lot of teams. We use text chat platforms where we have meetings. Here I explain a way to run a Slack meeting based on text chat.,https://yabellini.netlify.app/blog/2022_meeting_chat-based_sprint_en/
clb1dz8wa24450nlfaxmuf298,BLOGPOST,2022-04-15T00:00:00.000Z,Enseñando programación,"Una serie de reglas simples para enseñar a programar, resumidas del libro Enseñar Tecnología en Comunidad.",https://yabellini.netlify.app/blog/2022_teaching_programming/
clb1e0t8o24510nlfa06s9bqn,BLOGPOST,2022-03-01T00:00:00.000Z,MiR Community Highlight: Yanina Noemí Bellini Saibene,"I am very grateful to the MiR community for the opportunity to share my experience as a researcher and Latin American woman.

Access to the blog post: https://mircommunity.com/blog/mir-community-highlight-yanina-noem%C3%AD-bellini-saibene/",https://mircommunity.com/blog/mir-community-highlight-yanina-noem%C3%AD-bellini-saibene/
clb1e2pv015010onkkh3yy783,BLOGPOST,2022-02-19T00:00:00.000Z,Building inclusive communities. The Latin American R Community,"On February 19 I participated in a panel called “Building inclusive communities” Hosted by AsiaR. 
I shared the live panel with Heather Turner and Iman Al Hasani. anani Ravi and Adithi R Upadhya host the event and moderate the panel.
The idea of the panel was to share the experience of the growth of the R community in Latin America, so I made a time line with the last 5 years rescuing the most important milestones (of which I have been part as an organizer, as an assistant or enjoying them as a member of the community).
Milestones in the R community in Latin America
",https://yabellini.netlify.app/blog/2022_asiar_buildingcommunities/
